new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used,top1,score_bi_encoder_top1,top2,score_bi_encoder_top2,top3,score_bi_encoder_top3,top4,score_bi_encoder_top4,top5,score_bi_encoder_top5
1666,application performance monitoring,—,—,0.2,no_match,insufficient_confidence,Langfuse,0.8296,AWS,0.8259,Docker,0.8208,Gestão de Desempenho,0.8167,Monitoramento e Observabilidade,0.8145
1667,service-oriented architecture,75,Microsserviços,0.89,matched,ai_rerank,Microsserviços,0.8067,Foco no Cliente,0.8013,Spark,0.8005,Arquitetura de Software,0.7988,Data Warehouse,0.7975
1668,escrever bem,23,Escrita Profissional,0.64,matched,ai_rerank,Escrita Profissional,0.868,Desenvolvimento de APIs,0.833,TypeScript,0.8293,Python,0.8275,SQL,0.827
1669,pulumi,—,—,0.08,no_match,insufficient_confidence,Large Language Models,0.8053,Metodologias Ágeis,0.7935,Infrastructure as Code,0.7924,Redis,0.7901,Tomada de Decisão,0.7866
1670,guiar time técnico,25,Liderança Técnica,0.64,matched,ai_rerank,Liderança Técnica,0.8612,Gestão do Tempo,0.8399,Metodologias Ágeis,0.8296,Resolução de Conflitos,0.829,Gestão de Pessoas,0.8287
1671,agendamento de pipelines,—,—,0.09,no_match,insufficient_confidence,Orquestração de Pipelines,0.8638,Processamento de Linguagem Natural,0.8607,Engenharia de Dados,0.8575,dbt,0.8554,Langfuse,0.8525
1672,machine learning models,40,Machine Learning,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1673,emotional resilience,4,Inteligência Emocional,0.56,matched,ai_rerank,Inteligência Emocional,0.842,Adaptabilidade,0.835,Empreendedorismo,0.8219,Gestão de Mudanças,0.8141,Resolução de Conflitos,0.8141
1674,organizational culture,100,Cultura Organizacional,1.0,matched,ai_rerank,Cultura Organizacional,0.8653,Desenvolvimento Organizacional,0.8297,Employer Branding,0.8249,Gestão de Pessoas,0.8211,Liderança Técnica,0.8165
1675,pipeline de ML,85,Langfuse,0.89,matched,ai_rerank,MLflow,0.8601,Langfuse,0.8598,Processamento de Linguagem Natural,0.8522,Orquestração de Pipelines,0.8416,Large Language Models,0.8404
1676,negociação,5,Negociação,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1677,LLM observability,85,Langfuse,1.0,matched,ai_rerank,Langfuse,0.8447,Large Language Models,0.8322,LangChain,0.8288,MLflow,0.8245,Monitoramento e Observabilidade,0.8179
1678,design centrado no humano,—,—,0.06,no_match,insufficient_confidence,Design Thinking,0.8497,Microsserviços,0.8273,UX Research,0.8236,Foco no Cliente,0.8227,Machine Learning,0.8166
1679,business intelligence,—,—,0.23,no_match,insufficient_confidence,Inteligência Emocional,0.8362,Análise de Dados,0.8324,Análise Financeira,0.83,Pensamento Crítico,0.8277,Planejamento Estratégico,0.8261
1680,model monitoring,46,Avaliação de Modelos,0.96,matched,ai_rerank,MLflow,0.8446,Machine Learning,0.8339,Séries Temporais,0.8318,Langfuse,0.8315,Avaliação de Modelos,0.8309
1681,MongoDB,59,MongoDB,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1682,power bi,76,Power BI,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1683,personal organization,1,Gestão de Pessoas,0.43,matched,ai_rerank,Autogestão,0.8309,Cultura Organizacional,0.8211,Gestão de Pessoas,0.816,Gestão do Tempo,0.8158,Colaboração,0.8152
1684,avaliação crítica,—,—,0.12,no_match,insufficient_confidence,Gestão de Desempenho,0.8398,Pensamento Crítico,0.8271,Tomada de Decisão,0.8248,Avaliação de Modelos,0.8221,Mentoria,0.822
1685,presentation skills,22,Apresentação e Oratória,0.95,matched,ai_rerank,Apresentação e Oratória,0.8431,Comunicação Assertiva,0.8397,Storytelling com Dados,0.8348,Mentoria,0.8304,Escrita Profissional,0.8292
1686,stakeholder communication,26,Gestão de Stakeholders,0.48,matched,ai_rerank,Gestão de Stakeholders,0.8702,Comunicação Assertiva,0.8224,Data Warehouse,0.8142,Storytelling com Dados,0.8103,UX Research,0.8066
1687,comunicação eficaz,—,—,0.16,no_match,insufficient_confidence,Comunicação Assertiva,0.8705,Escrita Profissional,0.8539,Colaboração,0.842,Gestão de Desempenho,0.8407,Resolução de Conflitos,0.835
1688,k8s cluster,—,—,0.02,no_match,insufficient_confidence,Kubernetes,0.8171,Looker,0.799,MLflow,0.7983,Spark,0.7982,Streaming de Dados,0.7955
1689,excel analytics,—,—,0.32,no_match,insufficient_confidence,Excel Avançado,0.8429,Análise de Dados,0.8365,Power BI,0.8358,MLflow,0.8313,Spark,0.8307
1690,testes multivariados,—,—,0.06,no_match,insufficient_confidence,Testes Automatizados,0.8439,MLflow,0.8404,Experimentação e Testes A/B,0.8316,TypeScript,0.8274,Docker,0.8261
1691,product owner,—,—,0.12,no_match,insufficient_confidence,Visão de Produto,0.827,Gestão de Produto,0.8246,Experimentação e Testes A/B,0.8044,Empreendedorismo,0.7996,UX Research,0.797
1692,cultura e clima,—,—,0.02,no_match,insufficient_confidence,Cultura Organizacional,0.8329,Gestão do Tempo,0.8263,Infrastructure as Code,0.8262,Treinamento e Desenvolvimento,0.8249,Adaptabilidade,0.8208
1693,gerenciar desentendimentos,—,—,0.15,no_match,insufficient_confidence,Resolução de Conflitos,0.8668,Autogestão,0.8446,Negociação,0.8427,Inteligência Emocional,0.8426,Comunicação Assertiva,0.842
1694,iniciativa própria,—,—,0.09,no_match,insufficient_confidence,Autogestão,0.834,Inovação,0.8327,Empreendedorismo,0.8265,Adaptabilidade,0.8263,Gestão de Stakeholders,0.8261
1695,risk assessment,93,Gestão de Riscos,0.89,matched,ai_rerank,Gestão de Riscos,0.8242,Estatística Aplicada,0.8188,Avaliação de Modelos,0.8171,MLflow,0.8163,Machine Learning,0.8157
1696,cobertura de testes,—,—,0.05,no_match,insufficient_confidence,Testes Automatizados,0.8312,MLflow,0.8276,TypeScript,0.8235,Docker,0.8221,Spark,0.8219
1697,facilitação,20,Facilitação,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1698,desenvolvedor python,31,Python,1.0,matched,ai_rerank,Python,0.8634,FastAPI,0.8338,TypeScript,0.8326,LangChain,0.8257,Versionamento de Código,0.8217
1699,orientação ao cliente,16,Foco no Cliente,0.58,matched,ai_rerank,Foco no Cliente,0.8653,Orientação a Dados,0.8558,Visão de Produto,0.8501,Inovação,0.8495,Análise Financeira,0.8381
1700,pytorch,—,—,0.2,no_match,insufficient_confidence,Spark,0.8195,Python,0.8128,ETL e ELT,0.8014,Data Warehouse,0.8009,Streaming de Dados,0.8002
1701,qualidade de dados,57,Qualidade de Dados,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1702,complex problem solving,7,Resolução de Problemas,0.95,matched,ai_rerank,Resolução de Problemas,0.855,Design Thinking,0.8497,Resolução de Conflitos,0.8326,Orquestração de Pipelines,0.8203,Colaboração,0.8194
1703,fluxo de caixa descontado,—,—,0.01,no_match,insufficient_confidence,Orquestração de Pipelines,0.8161,Microsserviços,0.8093,MLflow,0.8087,Spark,0.808,Versionamento de Código,0.8074
1704,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank,Engenharia de Features,0.8538,Modelagem Financeira,0.8486,Tableau,0.8453,Adaptabilidade,0.8395,MLflow,0.8376
1705,Microsoft Azure,68,Azure,1.0,matched,ai_rerank,Azure,0.8581,Data Warehouse,0.8169,Google Cloud Platform,0.815,Kubernetes,0.8143,Docker,0.8134
1706,manipulação de dados,—,—,0.06,no_match,insufficient_confidence,Análise de Dados,0.8696,Orientação a Dados,0.8577,Orquestração de Pipelines,0.8536,Streaming de Dados,0.8521,Qualidade de Dados,0.852
1707,observabilidade,70,Monitoramento e Observabilidade,0.87,matched,ai_rerank,Monitoramento e Observabilidade,0.8633,Adaptabilidade,0.8522,Langfuse,0.8454,Docker,0.8356,Gestão de Projetos,0.8346
1708,design organizacional,—,—,0.23,no_match,insufficient_confidence,Cultura Organizacional,0.8528,Desenvolvimento Organizacional,0.8443,Looker,0.8344,UX Research,0.8344,Design Thinking,0.8335
1709,microservices,75,Microsserviços,1.0,matched,ai_rerank,Microsserviços,0.855,Azure,0.8239,AWS,0.8236,Kubernetes,0.8198,MLflow,0.8145
1710,data cleansing,39,Análise de Dados,0.45,matched,ai_rerank,Análise de Dados,0.8444,Qualidade de Dados,0.832,Streaming de Dados,0.8317,Spark,0.8292,Data Warehouse,0.8273
1711,looker reports,79,Looker,0.64,matched,ai_rerank,Looker,0.8513,Langfuse,0.8086,Análise Financeira,0.805,Gestão de Stakeholders,0.8029,R,0.8017
1712,comunicação clara e objetiva,2,Comunicação Assertiva,0.84,matched,ai_rerank,Comunicação Assertiva,0.8816,Escrita Profissional,0.8795,Gestão de Desempenho,0.8625,Apresentação e Oratória,0.8597,Planejamento Estratégico,0.8517
1713,cliente em primeiro lugar,—,—,0.1,no_match,insufficient_confidence,Foco no Cliente,0.8859,Inovação,0.8447,Visão de Produto,0.8429,Gestão de Produto,0.8341,Gestão do Tempo,0.83
1714,liderar pessoas,1,Gestão de Pessoas,0.95,matched,ai_rerank,Gestão de Pessoas,0.8748,Liderança Técnica,0.8736,Resolução de Conflitos,0.8612,Mentoria,0.8592,Gestão do Tempo,0.8489
1715,mentor,24,Mentoria,0.98,matched,ai_rerank,Mentoria,0.8496,Inteligência Emocional,0.8189,Empreendedorismo,0.8173,Colaboração,0.8172,Machine Learning,0.8151
1716,análise com SQL,32,SQL,0.89,matched,ai_rerank,SQL,0.8841,R,0.8633,Data Warehouse,0.8557,Análise Financeira,0.855,Análise de Dados,0.853
1717,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
1718,business writing,23,Escrita Profissional,0.78,matched,ai_rerank,Escrita Profissional,0.8365,Comunicação Assertiva,0.8139,Inovação,0.8091,Testes Automatizados,0.8062,Empreendedorismo,0.8049
1719,azure machine learning,40,Machine Learning,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1720,kubectl,—,—,0.37,no_match,insufficient_confidence,Kubernetes,0.8286,Desenvolvimento de APIs,0.809,Docker,0.8072,MLflow,0.8043,Streaming de Dados,0.8024
1721,metodologias ágeis,19,Metodologias Ágeis,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1722,Design Thinking,89,Design Thinking,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1723,convolutional neural networks,—,—,0.07,no_match,insufficient_confidence,Deep Learning,0.8437,Machine Learning,0.8369,Data Warehouse,0.8178,Large Language Models,0.8175,Engenharia de Features,0.8124
1724,data pipelines,51,Engenharia de Dados,0.99,matched,ai_rerank,Engenharia de Dados,0.8611,Processamento de Linguagem Natural,0.8594,dbt,0.8588,Orquestração de Pipelines,0.852,CI/CD,0.8496
1725,coworking,13,Colaboração,0.69,matched,ai_rerank,Colaboração,0.8484,Versionamento de Código,0.8323,Engenharia de Features,0.8262,Employer Branding,0.8247,Escrita Profissional,0.8221
1726,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
1727,backlog management,—,—,0.08,no_match,insufficient_confidence,Gestão do Tempo,0.8282,Java,0.8269,AWS,0.8269,Langfuse,0.8254,MLflow,0.8204
1728,gestão por OKRs,90,OKRs,0.71,matched,ai_rerank,OKRs,0.8707,Gestão do Tempo,0.8551,Gestão de Desempenho,0.855,Gestão de Mudanças,0.8493,Gestão de Projetos,0.8471
1729,R data science,33,R,0.94,matched,ai_rerank,R,0.8607,Data Warehouse,0.8449,Análise de Dados,0.8362,Scala,0.8349,Spark,0.8319
1730,text embeddings,—,—,0.18,no_match,insufficient_confidence,TypeScript,0.8237,UX Research,0.8195,Escrita Profissional,0.818,Embeddings e Busca Vetorial,0.8171,LangChain,0.8149
1731,feature engineering,45,Engenharia de Features,1.0,matched,ai_rerank,Engenharia de Features,0.8515,Liderança Técnica,0.8166,Data Warehouse,0.8158,Large Language Models,0.8156,Gestão de Stakeholders,0.8136
1732,setting OKRs,90,OKRs,0.91,matched,ai_rerank,OKRs,0.8361,Kubernetes,0.8073,Planejamento Estratégico,0.8048,Streaming de Dados,0.8037,Large Language Models,0.8031
1733,avaliação de modelos,46,Avaliação de Modelos,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1734,chroma,—,—,0.04,no_match,insufficient_confidence,Análise Financeira,0.7962,Adaptabilidade,0.7953,Modelagem de Dados,0.7933,Foco no Cliente,0.7923,Desenvolvimento de APIs,0.7912
1735,data engineering,51,Engenharia de Dados,1.0,matched,ai_rerank,Engenharia de Dados,0.8458,Data Warehouse,0.8445,Engenharia de Features,0.8372,Storytelling com Dados,0.8368,Análise de Dados,0.8336
1736,critical mindset,6,Pensamento Crítico,1.0,matched,ai_rerank,Design Thinking,0.8196,Pensamento Crítico,0.8187,Mentoria,0.8126,Empreendedorismo,0.8085,Comunicação Assertiva,0.8066
1737,L&D,—,—,0.28,no_match,insufficient_confidence,UX Research,0.7898,Experimentação e Testes A/B,0.7897,Segurança de Dados,0.7883,ETL e ELT,0.7882,Looker,0.7865
1738,curiosidade intelectual,—,—,0.02,no_match,insufficient_confidence,Aprendizado Contínuo,0.8311,Análise de Dados,0.8277,Pensamento Crítico,0.8263,Estatística Aplicada,0.8216,Orientação a Dados,0.8208
1739,data build tool,—,—,0.4,no_match,insufficient_confidence,Power BI,0.8373,Data Warehouse,0.8328,Looker,0.8253,Engenharia de Features,0.8251,Tableau,0.8244
1740,conduzir workshops,20,Facilitação,0.98,matched,ai_rerank,Facilitação,0.8763,Negociação,0.8495,Orientação a Dados,0.8479,Gestão de Mudanças,0.8469,Mentoria,0.8437
1741,entrepreneurship,30,Empreendedorismo,1.0,matched,ai_rerank,Empreendedorismo,0.8589,Inovação,0.8245,Employer Branding,0.8199,Mentoria,0.8165,Desenvolvimento Organizacional,0.815
1742,orientar pessoas,24,Mentoria,0.83,matched,ai_rerank,Mentoria,0.8651,Orientação a Dados,0.8529,Resolução de Conflitos,0.8503,Liderança Técnica,0.8457,Gestão de Pessoas,0.8455
1743,processamento em tempo real,54,Streaming de Dados,0.96,matched,ai_rerank,Streaming de Dados,0.8774,Spark,0.856,Scala,0.8434,ETL e ELT,0.8363,Langfuse,0.8361
1744,SQL intermediário,—,—,0.08,no_match,insufficient_confidence,SQL,0.849,Spark,0.837,Scala,0.8361,MongoDB,0.8334,Qualidade de Dados,0.8294
1745,estatística com R,33,R,0.98,matched,ai_rerank,R,0.8646,Estatística Aplicada,0.8391,Experimentação e Testes A/B,0.8299,UX Research,0.8278,Storytelling com Dados,0.8267
1746,upskilling,—,—,0.13,no_match,insufficient_confidence,Employer Branding,0.8351,Desenvolvimento de APIs,0.8271,Kubernetes,0.8259,Large Language Models,0.8234,Aprendizado Contínuo,0.8225
1747,resolução de problemas,7,Resolução de Problemas,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1748,análise crítica,6,Pensamento Crítico,0.95,matched,ai_rerank,Pensamento Crítico,0.8461,Análise de Dados,0.8421,Tomada de Decisão,0.8381,Análise Financeira,0.8381,Gestão de Desempenho,0.8381
1749,declarative infrastructure,69,Infrastructure as Code,0.97,matched,ai_rerank,Infrastructure as Code,0.8666,Azure,0.8285,Spark,0.8102,Comunicação Assertiva,0.8078,LangChain,0.8069
1750,thinking critically,6,Pensamento Crítico,1.0,matched,ai_rerank,Design Thinking,0.8359,Pensamento Crítico,0.8234,Tomada de Decisão,0.8153,Empreendedorismo,0.8149,Pensamento Estratégico,0.8117
1751,self-awareness,—,—,0.33,no_match,insufficient_confidence,Inteligência Emocional,0.822,Employer Branding,0.8044,Comunicação Assertiva,0.8041,Aprendizado Contínuo,0.8037,Adaptabilidade,0.8036
1752,deep neural networks,41,Deep Learning,0.99,matched,ai_rerank,Deep Learning,0.8676,Machine Learning,0.8323,Large Language Models,0.829,Data Warehouse,0.8177,Streaming de Dados,0.8166
1753,data infrastructure,82,Hadoop,0.4,matched,ai_rerank,Infrastructure as Code,0.8482,Azure,0.8422,Data Warehouse,0.8417,Modelagem de Dados,0.8296,Hadoop,0.8287
1754,lidar com emoções,—,—,0.07,no_match,insufficient_confidence,Inteligência Emocional,0.8699,Resolução de Conflitos,0.8482,Colaboração,0.8427,Resolução de Problemas,0.8411,Adaptabilidade,0.8392
1755,langchain,83,LangChain,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1756,QA testing,—,—,0.09,no_match,insufficient_confidence,Testes Automatizados,0.8436,UX Research,0.8283,MLflow,0.8227,Experimentação e Testes A/B,0.8172,Qualidade de Dados,0.8151
1757,estatística com R,33,R,0.98,matched,ai_rerank,R,0.8646,Estatística Aplicada,0.8391,Experimentação e Testes A/B,0.8299,UX Research,0.8278,Storytelling com Dados,0.8267
1758,commits,—,—,0.1,no_match,insufficient_confidence,Redis,0.8111,CI/CD,0.807,Versionamento de Código,0.8061,Colaboração,0.8042,Gestão de Mudanças,0.802
1759,document database,—,—,0.26,no_match,insufficient_confidence,MongoDB,0.8607,dbt,0.8335,Qualidade de Dados,0.8294,Hadoop,0.8241,FastAPI,0.8228
1760,consciência social,—,—,0.09,no_match,insufficient_confidence,Colaboração,0.8462,Inteligência Emocional,0.8413,Adaptabilidade,0.8331,Employer Branding,0.8318,Empreendedorismo,0.829
1761,adoção de mudanças,28,Gestão de Mudanças,0.73,matched,ai_rerank,Gestão de Mudanças,0.8934,Adaptabilidade,0.8581,Tomada de Decisão,0.8418,Negociação,0.8387,Orientação a Dados,0.834
1762,detecção de anomalias,47,Séries Temporais,0.44,matched,ai_rerank,Séries Temporais,0.8814,Análise de Dados,0.8397,AWS,0.8385,Análise Financeira,0.8378,Resolução de Problemas,0.8378
1763,comunicação verbal,—,—,0.24,no_match,insufficient_confidence,Comunicação Assertiva,0.8557,Escrita Profissional,0.8523,Storytelling com Dados,0.8379,Pensamento Crítico,0.8376,Negociação,0.8375
1764,performance appraisal,—,—,0.15,no_match,insufficient_confidence,Gestão de Desempenho,0.8226,Análise Financeira,0.8091,Machine Learning,0.808,Desenvolvimento de APIs,0.8055,Spark,0.8049
1765,segurança da informação,71,Segurança de Dados,0.92,matched,ai_rerank,Segurança de Dados,0.8715,Pensamento Crítico,0.8489,Qualidade de Dados,0.8488,Modelagem de Dados,0.8442,Engenharia de Dados,0.8428
1766,analytical databases,39,Análise de Dados,0.61,matched,ai_rerank,Data Warehouse,0.8414,Análise de Dados,0.8373,Tableau,0.8339,dbt,0.833,Qualidade de Dados,0.8293
1767,análise descritiva,—,—,0.21,no_match,insufficient_confidence,Análise Financeira,0.838,Análise de Dados,0.8379,Machine Learning,0.8325,Gestão de Desempenho,0.8318,R,0.8304
1768,data validation,—,—,0.2,no_match,insufficient_confidence,Qualidade de Dados,0.8336,Análise de Dados,0.8321,Orientação a Dados,0.8316,Data Warehouse,0.8305,Modelagem de Dados,0.8273
1769,compliance de dados,—,—,0.29,no_match,insufficient_confidence,Qualidade de Dados,0.8622,Streaming de Dados,0.8398,Compliance e Regulação,0.8395,Modelagem de Dados,0.8363,Spark,0.8355
1770,critical mindset,6,Pensamento Crítico,1.0,matched,ai_rerank,Design Thinking,0.8196,Pensamento Crítico,0.8187,Mentoria,0.8126,Empreendedorismo,0.8085,Comunicação Assertiva,0.8066
1771,NoSQL database,59,MongoDB,0.95,matched,ai_rerank,MongoDB,0.8541,Hadoop,0.8278,Data Warehouse,0.8186,Tableau,0.8118,Spark,0.8108
1772,model metrics,46,Avaliação de Modelos,0.96,matched,ai_rerank,Avaliação de Modelos,0.839,MLflow,0.8348,Looker,0.8277,Machine Learning,0.8277,Large Language Models,0.8267
1773,experimentos controlados,50,Experimentação e Testes A/B,1.0,matched,ai_rerank,Experimentação e Testes A/B,0.8486,MLflow,0.8397,Machine Learning,0.8326,UX Research,0.8277,Orquestração de Pipelines,0.8269
1774,continuous deployment,65,CI/CD,0.65,matched,ai_rerank,CI/CD,0.841,Kubernetes,0.8342,AWS,0.8255,Aprendizado Contínuo,0.8201,Docker,0.8154
1775,cross-functional collaboration,—,—,0.03,no_match,insufficient_confidence,Colaboração,0.8454,Desenvolvimento de APIs,0.813,MLflow,0.8121,Versionamento de Código,0.8121,Facilitação,0.8118
1776,entidade relacionamento,—,—,0.14,no_match,insufficient_confidence,Resolução de Conflitos,0.8331,Adaptabilidade,0.8327,Colaboração,0.8282,Gestão de Mudanças,0.8271,LangChain,0.8266
1777,deal making,8,Tomada de Decisão,0.54,matched,ai_rerank,Negociação,0.8397,Tomada de Decisão,0.8197,Foco no Cliente,0.8153,Visão de Produto,0.815,Employer Branding,0.8147
1778,customer first,—,—,0.1,no_match,insufficient_confidence,Foco no Cliente,0.8389,Gestão de Produto,0.8077,Visão de Produto,0.8054,Inovação,0.8026,Autogestão,0.7986
1779,processamento de streams,54,Streaming de Dados,0.98,matched,ai_rerank,Streaming de Dados,0.8789,Spark,0.8582,Orquestração de Pipelines,0.8498,Langfuse,0.8462,Processamento de Linguagem Natural,0.8392
1780,CI/CD,65,CI/CD,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1781,scripting python,62,FastAPI,0.74,matched,ai_rerank,Bash e Shell Script,0.8434,Python,0.8382,FastAPI,0.8277,Testes Automatizados,0.8203,TypeScript,0.82
1782,distribuições estatísticas,—,—,0.01,no_match,insufficient_confidence,Estatística Aplicada,0.8431,Storytelling com Dados,0.8365,Spark,0.8352,R,0.8295,Análise Financeira,0.829
1783,padrões de design,—,—,0.04,no_match,insufficient_confidence,Design Thinking,0.8412,Experimentação e Testes A/B,0.8331,Looker,0.8326,Microsserviços,0.8319,UX Research,0.8265
1784,organizational development,96,Desenvolvimento Organizacional,1.0,matched,ai_rerank,Desenvolvimento Organizacional,0.8443,Cultura Organizacional,0.8347,Treinamento e Desenvolvimento,0.8313,Gestão de Mudanças,0.8193,Planejamento Estratégico,0.8174
1785,decomposição de problemas,—,—,0.13,no_match,insufficient_confidence,Resolução de Problemas,0.8526,Design Thinking,0.8427,Resolução de Conflitos,0.8329,Kubernetes,0.8235,Microsserviços,0.8228
1786,análise descritiva,—,—,0.21,no_match,insufficient_confidence,Análise Financeira,0.838,Análise de Dados,0.8379,Machine Learning,0.8325,Gestão de Desempenho,0.8318,R,0.8304
1787,execução autônoma,—,—,0.32,no_match,insufficient_confidence,Autogestão,0.8341,Scala,0.8251,Microsserviços,0.8248,Aprendizado Contínuo,0.823,FastAPI,0.8222
1788,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank,Streaming de Dados,0.8532,Gestão do Tempo,0.8296,Séries Temporais,0.827,Qualidade de Dados,0.8258,Spark,0.8241
1789,EC2,—,—,0.1,no_match,insufficient_confidence,Engenharia de Dados,0.7977,ETL e ELT,0.7966,MLflow,0.7894,AWS,0.7889,Adaptabilidade,0.787
1790,pitch de ideias,—,—,0.02,no_match,insufficient_confidence,Inovação,0.8483,Design Thinking,0.8328,Visão de Produto,0.8295,Comunicação Assertiva,0.8256,Gestão de Stakeholders,0.8237
1791,fila redis,60,Redis,0.99,matched,ai_rerank,Redis,0.8618,UX Research,0.8017,Streaming de Dados,0.8008,Data Warehouse,0.8002,Resolução de Conflitos,0.7998
1792,mentalidade estratégica,17,Pensamento Estratégico,0.91,matched,ai_rerank,Empreendedorismo,0.8589,Adaptabilidade,0.852,Planejamento Estratégico,0.8468,Negociação,0.8461,Pensamento Estratégico,0.8451
1793,data literacy,21,Storytelling com Dados,0.54,matched,ai_rerank,Data Warehouse,0.8407,Storytelling com Dados,0.8337,Análise de Dados,0.8337,Qualidade de Dados,0.8327,R,0.8312
1794,infrastructure as code,69,Infrastructure as Code,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1795,integration tests,73,Testes Automatizados,0.83,matched,ai_rerank,Testes Automatizados,0.838,CI/CD,0.8284,MLflow,0.8154,ETL e ELT,0.8119,Estatística Aplicada,0.8103
1796,análise crítica,6,Pensamento Crítico,0.95,matched,ai_rerank,Pensamento Crítico,0.8461,Análise de Dados,0.8421,Tomada de Decisão,0.8381,Análise Financeira,0.8381,Gestão de Desempenho,0.8381
1797,container orchestration,64,Kubernetes,1.0,matched,ai_rerank,Kubernetes,0.865,Docker,0.8314,Orquestração de Pipelines,0.8258,MLflow,0.8053,Spark,0.8045
1798,distributed tracing,—,—,0.29,no_match,insufficient_confidence,Spark,0.8249,Scala,0.8214,Langfuse,0.8154,Streaming de Dados,0.8129,MLflow,0.8105
1799,independent work,—,—,0.31,no_match,insufficient_confidence,Inteligência Emocional,0.8194,Autogestão,0.8188,Escrita Profissional,0.8152,Colaboração,0.8136,Mentoria,0.8126
1800,critical reasoning,6,Pensamento Crítico,0.99,matched,ai_rerank,Pensamento Crítico,0.82,Large Language Models,0.8192,Design Thinking,0.8133,Adaptabilidade,0.8097,Mentoria,0.8078
1801,trabalho independente,—,—,0.12,no_match,insufficient_confidence,Escrita Profissional,0.8344,Autogestão,0.8323,Aprendizado Contínuo,0.8278,Microsserviços,0.8268,Inteligência Emocional,0.8267
1802,controle de versão,—,—,0.03,no_match,insufficient_confidence,Versionamento de Código,0.8437,MLflow,0.8429,Experimentação e Testes A/B,0.8387,Gestão de Produto,0.8336,Visão de Produto,0.8327
1803,reconhecimento óptico de caracteres,—,—,0.0,no_match,insufficient_confidence,Inteligência Emocional,0.8254,Visão de Produto,0.8252,Resolução de Problemas,0.8243,Streaming de Dados,0.8224,Foco no Cliente,0.8209
1804,LookML,—,—,0.13,no_match,insufficient_confidence,MLflow,0.8166,Looker,0.8126,Langfuse,0.8068,Large Language Models,0.8056,Machine Learning,0.8031
1805,LLM observability,85,Langfuse,1.0,matched,ai_rerank,Langfuse,0.8447,Large Language Models,0.8322,LangChain,0.8288,MLflow,0.8245,Monitoramento e Observabilidade,0.8179
1806,vertex ai,67,Google Cloud Platform,0.68,matched,ai_rerank,Google Cloud Platform,0.849,Desenvolvimento de APIs,0.8233,TypeScript,0.8173,FastAPI,0.8127,Data Warehouse,0.812
1807,Hugging Face,86,Hugging Face,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1808,google cloud platform,67,Google Cloud Platform,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
1809,decisão sob incerteza,8,Tomada de Decisão,0.8,matched,ai_rerank,Tomada de Decisão,0.885,Autogestão,0.8325,Pensamento Crítico,0.8312,Orientação a Dados,0.8271,Análise Financeira,0.8265
1810,NER,—,—,0.27,no_match,insufficient_confidence,Gestão de Stakeholders,0.7901,Deep Learning,0.7889,Azure,0.7843,Machine Learning,0.7827,Employer Branding,0.7822
1811,power bi service,76,Power BI,1.0,matched,ai_rerank,Power BI,0.8532,Azure,0.7922,Infrastructure as Code,0.7895,Google Cloud Platform,0.7892,Data Warehouse,0.7858
1812,data pipelines,51,Engenharia de Dados,0.99,matched,ai_rerank,Engenharia de Dados,0.8611,Processamento de Linguagem Natural,0.8594,dbt,0.8588,Orquestração de Pipelines,0.852,CI/CD,0.8496
1813,technical team guidance,25,Liderança Técnica,1.0,matched,ai_rerank,Liderança Técnica,0.8503,Treinamento e Desenvolvimento,0.8203,Metodologias Ágeis,0.8201,Gestão de Pessoas,0.8197,Large Language Models,0.8184
