new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used
2781,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank
3004,feature creation,45,Engenharia de Features,0.91,matched,ai_rerank
68,continuous integration,65,CI/CD,0.92,matched,ai_rerank
1139,analytical thinking,6,Pensamento Crítico,0.92,matched,ai_rerank
2069,product sense,14,Visão de Produto,0.92,matched,ai_rerank
1295,continuous integration,65,CI/CD,0.92,matched,ai_rerank
1922,unsupervised learning,40,Machine Learning,0.92,matched,ai_rerank
2292,bash automation,38,Bash e Shell Script,0.92,matched,ai_rerank
2299,performance review,97,Gestão de Desempenho,0.92,matched,ai_rerank
27,Product Sense,14,Visão de Produto,0.92,matched,ai_rerank
1446,problem solving,3,Resolução de Conflitos,0.92,matched,ai_rerank
1389,big data hadoop,82,Hadoop,0.92,matched,ai_rerank
204,problem solving,3,Resolução de Conflitos,0.92,matched,ai_rerank
484,problem solving,3,Resolução de Conflitos,0.92,matched,ai_rerank
2753,segurança da informação,71,Segurança de Dados,0.92,matched,ai_rerank
2350,problem solving,3,Resolução de Conflitos,0.92,matched,ai_rerank
2932,writing skills,23,Escrita Profissional,0.92,matched,ai_rerank
1872,bash automation,38,Bash e Shell Script,0.92,matched,ai_rerank
896,product sense,14,Visão de Produto,0.92,matched,ai_rerank
1765,segurança da informação,71,Segurança de Dados,0.92,matched,ai_rerank
2845,segurança da informação,71,Segurança de Dados,0.92,matched,ai_rerank
2450,unsupervised learning,40,Machine Learning,0.92,matched,ai_rerank
2276,big data hadoop,82,Hadoop,0.92,matched,ai_rerank
1290,spring framework,34,Java,0.93,matched,ai_rerank
43,modelos de embedding,44,Embeddings e Busca Vetorial,0.93,matched,ai_rerank
1021,web services,66,AWS,0.93,matched,ai_rerank
1266,project planning,18,Gestão de Projetos,0.93,matched,ai_rerank
1110,model fairness,46,Avaliação de Modelos,0.93,matched,ai_rerank
2593,data wrangling,54,Streaming de Dados,0.93,matched,ai_rerank
1359,modelos de embedding,44,Embeddings e Busca Vetorial,0.93,matched,ai_rerank
2230,tableau development,77,Tableau,0.93,matched,ai_rerank
1314,métricas de modelos,46,Avaliação de Modelos,0.93,matched,ai_rerank
2011,document store,56,Data Warehouse,0.93,matched,ai_rerank
2033,monitoring,70,Monitoramento e Observabilidade,0.93,matched,ai_rerank
398,senso de produto,14,Visão de Produto,0.93,matched,ai_rerank
1280,spring framework,34,Java,0.93,matched,ai_rerank
2490,monitoring,70,Monitoramento e Observabilidade,0.93,matched,ai_rerank
224,customer-centric,16,Foco no Cliente,0.93,matched,ai_rerank
2451,project planning,18,Gestão de Projetos,0.93,matched,ai_rerank
2771,LLM tracing,85,Langfuse,0.93,matched,ai_rerank
1481,armazém de dados,56,Data Warehouse,0.93,matched,ai_rerank
2156,model fairness,46,Avaliação de Modelos,0.93,matched,ai_rerank
82,promover cultura,100,Cultura Organizacional,0.93,matched,ai_rerank
2977,SQL analytics,32,SQL,0.93,matched,ai_rerank
2237,monitoring,70,Monitoramento e Observabilidade,0.93,matched,ai_rerank
1187,métricas de modelos,46,Avaliação de Modelos,0.93,matched,ai_rerank
761,critical decision making,6,Pensamento Crítico,0.93,matched,ai_rerank
779,making decisions,8,Tomada de Decisão,0.93,matched,ai_rerank
1165,métricas de modelos,46,Avaliação de Modelos,0.93,matched,ai_rerank
894,data wrangling,54,Streaming de Dados,0.93,matched,ai_rerank
301,promover cultura,100,Cultura Organizacional,0.93,matched,ai_rerank
2746,making decisions,8,Tomada de Decisão,0.93,matched,ai_rerank
2573,customer-centric,16,Foco no Cliente,0.93,matched,ai_rerank
1902,LLM tracing,85,Langfuse,0.93,matched,ai_rerank
1640,spring framework,34,Java,0.93,matched,ai_rerank
2437,promover cultura,100,Cultura Organizacional,0.93,matched,ai_rerank
1037,customer-centric,16,Foco no Cliente,0.93,matched,ai_rerank
1038,SQL analytics,32,SQL,0.93,matched,ai_rerank
993,looker studio,79,Looker,0.94,matched,ai_rerank
421,postgresql optimization,58,PostgreSQL,0.94,matched,ai_rerank
1122,text processing,42,Processamento de Linguagem Natural,0.94,matched,ai_rerank
2102,R data science,33,R,0.94,matched,ai_rerank
1368,exploração de dados,39,Análise de Dados,0.94,matched,ai_rerank
2003,business modeling,92,Modelagem Financeira,0.94,matched,ai_rerank
2581,looker studio,79,Looker,0.94,matched,ai_rerank
2951,exploração de dados,39,Análise de Dados,0.94,matched,ai_rerank
131,text processing,42,Processamento de Linguagem Natural,0.94,matched,ai_rerank
2850,habilidades de escrita,23,Escrita Profissional,0.94,matched,ai_rerank
2693,habilidades de escrita,23,Escrita Profissional,0.94,matched,ai_rerank
2132,R data science,33,R,0.94,matched,ai_rerank
532,LLM applications,83,LangChain,0.94,matched,ai_rerank
1393,business modeling,92,Modelagem Financeira,0.94,matched,ai_rerank
2148,stakeholder engagement,26,Gestão de Stakeholders,0.94,matched,ai_rerank
2344,construção de pipelines,51,Engenharia de Dados,0.94,matched,ai_rerank
1391,text processing,42,Processamento de Linguagem Natural,0.94,matched,ai_rerank
1729,R data science,33,R,0.94,matched,ai_rerank
2419,LLM applications,83,LangChain,0.94,matched,ai_rerank
1875,agile practices,19,Metodologias Ágeis,0.94,matched,ai_rerank
2198,conduzir dinâmicas,20,Facilitação,0.94,matched,ai_rerank
2765,construção de pipelines,51,Engenharia de Dados,0.94,matched,ai_rerank
964,comunicar insights,21,Storytelling com Dados,0.95,matched,ai_rerank
953,liderança de equipes,1,Gestão de Pessoas,0.95,matched,ai_rerank
1609,liderar pessoas,1,Gestão de Pessoas,0.95,matched,ai_rerank
2081,spark dataframes,81,Spark,0.95,matched,ai_rerank
101,real-time processing,54,Streaming de Dados,0.95,matched,ai_rerank
95,busca vetorial,44,Embeddings e Busca Vetorial,0.95,matched,ai_rerank
744,postgres,58,PostgreSQL,0.95,matched,ai_rerank
2551,postgres,58,PostgreSQL,0.95,matched,ai_rerank
2620,capacidade de aprendizagem,98,Treinamento e Desenvolvimento,0.95,matched,ai_rerank
1542,postgres,58,PostgreSQL,0.95,matched,ai_rerank
1358,busca vetorial,44,Embeddings e Busca Vetorial,0.95,matched,ai_rerank
831,spark dataframes,81,Spark,0.95,matched,ai_rerank
2074,performance cycle,97,Gestão de Desempenho,0.95,matched,ai_rerank
2777,arquitetura de sistemas,74,Arquitetura de Software,0.95,matched,ai_rerank
1556,complex problem solving,7,Resolução de Problemas,0.95,matched,ai_rerank
978,complex problem solving,7,Resolução de Problemas,0.95,matched,ai_rerank
1345,redação profissional,23,Escrita Profissional,0.95,matched,ai_rerank
1907,Postgres,58,PostgreSQL,0.95,matched,ai_rerank
944,microsoft excel,78,Excel Avançado,0.95,matched,ai_rerank
1702,complex problem solving,7,Resolução de Problemas,0.95,matched,ai_rerank
187,foco no usuário,16,Foco no Cliente,0.95,matched,ai_rerank
1685,presentation skills,22,Apresentação e Oratória,0.95,matched,ai_rerank
2099,performance cycle,97,Gestão de Desempenho,0.95,matched,ai_rerank
2087,capacidade de aprendizagem,98,Treinamento e Desenvolvimento,0.95,matched,ai_rerank
854,handling disagreements,3,Resolução de Conflitos,0.95,matched,ai_rerank
992,NLP,42,Processamento de Linguagem Natural,0.95,matched,ai_rerank
393,foco no usuário,16,Foco no Cliente,0.95,matched,ai_rerank
694,Postgres,58,PostgreSQL,0.95,matched,ai_rerank
674,NoSQL database,59,MongoDB,0.95,matched,ai_rerank
1950,performance cycle,97,Gestão de Desempenho,0.95,matched,ai_rerank
1714,liderar pessoas,1,Gestão de Pessoas,0.95,matched,ai_rerank
1861,arquitetura de sistemas,74,Arquitetura de Software,0.95,matched,ai_rerank
1413,complex problem solving,7,Resolução de Problemas,0.95,matched,ai_rerank
1423,capacidade de aprendizagem,98,Treinamento e Desenvolvimento,0.95,matched,ai_rerank
889,real-time processing,54,Streaming de Dados,0.95,matched,ai_rerank
2345,performance cycle,97,Gestão de Desempenho,0.95,matched,ai_rerank
1748,análise crítica,6,Pensamento Crítico,0.95,matched,ai_rerank
2353,spark dataframes,81,Spark,0.95,matched,ai_rerank
1443,foco no usuário,16,Foco no Cliente,0.95,matched,ai_rerank
1234,Postgres,58,PostgreSQL,0.95,matched,ai_rerank
1796,análise crítica,6,Pensamento Crítico,0.95,matched,ai_rerank
1771,NoSQL database,59,MongoDB,0.95,matched,ai_rerank
775,proteção de dados,71,Segurança de Dados,0.95,matched,ai_rerank
2261,Microsoft Excel,78,Excel Avançado,0.95,matched,ai_rerank
2329,mentorship,24,Mentoria,0.95,matched,ai_rerank
51,redação profissional,23,Escrita Profissional,0.95,matched,ai_rerank
2262,liderança de equipes,1,Gestão de Pessoas,0.95,matched,ai_rerank
50,BDD,80,dbt,0.96,matched,ai_rerank
133,user research,88,UX Research,0.96,matched,ai_rerank
218,desenvolvimento de equipes,98,Treinamento e Desenvolvimento,0.96,matched,ai_rerank
1847,data communication,21,Storytelling com Dados,0.96,matched,ai_rerank
2154,BDD,80,dbt,0.96,matched,ai_rerank
1743,processamento em tempo real,54,Streaming de Dados,0.96,matched,ai_rerank
1772,model metrics,46,Avaliação de Modelos,0.96,matched,ai_rerank
2463,UX,88,UX Research,0.96,matched,ai_rerank
2203,long-term planning,27,Planejamento Estratégico,0.96,matched,ai_rerank
2500,long-term planning,27,Planejamento Estratégico,0.96,matched,ai_rerank
450,infrastructure provisioning,69,Infrastructure as Code,0.96,matched,ai_rerank
1866,processamento em tempo real,54,Streaming de Dados,0.96,matched,ai_rerank
1510,rastreamento de experimentos,84,MLflow,0.96,matched,ai_rerank
2957,long-term planning,27,Planejamento Estratégico,0.96,matched,ai_rerank
427,LLM development,83,LangChain,0.96,matched,ai_rerank
2428,UX,88,UX Research,0.96,matched,ai_rerank
966,model metrics,46,Avaliação de Modelos,0.96,matched,ai_rerank
1680,model monitoring,46,Avaliação de Modelos,0.96,matched,ai_rerank
1489,Apache Hadoop,82,Hadoop,0.96,matched,ai_rerank
384,user-centric thinking,89,Design Thinking,0.96,matched,ai_rerank
2626,user research,88,UX Research,0.96,matched,ai_rerank
1635,data protection,71,Segurança de Dados,0.96,matched,ai_rerank
2896,data protection,71,Segurança de Dados,0.96,matched,ai_rerank
1316,long-term planning,27,Planejamento Estratégico,0.96,matched,ai_rerank
2796,user research,88,UX Research,0.96,matched,ai_rerank
3013,data communication,21,Storytelling com Dados,0.96,matched,ai_rerank
1322,comunicar ideias,2,Comunicação Assertiva,0.96,matched,ai_rerank
178,user-centric thinking,89,Design Thinking,0.96,matched,ai_rerank
100,model monitoring,46,Avaliação de Modelos,0.96,matched,ai_rerank
316,data protection,71,Segurança de Dados,0.96,matched,ai_rerank
2397,user research,88,UX Research,0.96,matched,ai_rerank
2116,negotiating disagreements,3,Resolução de Conflitos,0.97,matched,ai_rerank
2885,spark streaming,54,Streaming de Dados,0.97,matched,ai_rerank
1271,supervised learning,40,Machine Learning,0.97,matched,ai_rerank
1054,gerenciar equipes,1,Gestão de Pessoas,0.97,matched,ai_rerank
1040,vector search,44,Embeddings e Busca Vetorial,0.97,matched,ai_rerank
1634,decisões baseadas em dados,15,Orientação a Dados,0.97,matched,ai_rerank
1887,insights communication,2,Comunicação Assertiva,0.97,matched,ai_rerank
2961,google cloud data,67,Google Cloud Platform,0.97,matched,ai_rerank
2608,branching strategy,99,Employer Branding,0.97,matched,ai_rerank
820,negotiating disagreements,3,Resolução de Conflitos,0.97,matched,ai_rerank
302,google cloud data,67,Google Cloud Platform,0.97,matched,ai_rerank
2582,declarative infrastructure,69,Infrastructure as Code,0.97,matched,ai_rerank
981,ML pipeline,85,Langfuse,0.97,matched,ai_rerank
1966,avaliação de LLMs em produção,85,Langfuse,0.97,matched,ai_rerank
696,decisões baseadas em dados,15,Orientação a Dados,0.97,matched,ai_rerank
2752,warehouse architecture,56,Data Warehouse,0.97,matched,ai_rerank
958,ML pipeline,85,Langfuse,0.97,matched,ai_rerank
2872,comunicação profissional,23,Escrita Profissional,0.97,matched,ai_rerank
2856,gerenciamento de times,10,Gestão do Tempo,0.97,matched,ai_rerank
2278,decisões baseadas em dados,15,Orientação a Dados,0.97,matched,ai_rerank
2269,aplicações com LLM,83,LangChain,0.97,matched,ai_rerank
2120,aplicações com LLM,83,LangChain,0.97,matched,ai_rerank
1870,gerenciar equipes,1,Gestão de Pessoas,0.97,matched,ai_rerank
151,pipelines de dados,51,Engenharia de Dados,0.97,matched,ai_rerank
2486,liderar equipes,1,Gestão de Pessoas,0.97,matched,ai_rerank
524,containerization,63,Docker,0.97,matched,ai_rerank
1749,declarative infrastructure,69,Infrastructure as Code,0.97,matched,ai_rerank
1846,spark streaming,54,Streaming de Dados,0.97,matched,ai_rerank
510,vector search,44,Embeddings e Busca Vetorial,0.97,matched,ai_rerank
1607,design de experimentos,50,Experimentação e Testes A/B,0.97,matched,ai_rerank
760,insights communication,2,Comunicação Assertiva,0.97,matched,ai_rerank
2452,embedding models,44,Embeddings e Busca Vetorial,0.97,matched,ai_rerank
123,spark streaming,54,Streaming de Dados,0.97,matched,ai_rerank
2670,tableau analytics,77,Tableau,0.97,matched,ai_rerank
1163,comunicação profissional,23,Escrita Profissional,0.97,matched,ai_rerank
332,spark streaming,54,Streaming de Dados,0.97,matched,ai_rerank
320,tableau analytics,77,Tableau,0.97,matched,ai_rerank
1289,warehouse architecture,56,Data Warehouse,0.97,matched,ai_rerank
308,avaliação de LLMs em produção,85,Langfuse,0.97,matched,ai_rerank
1606,containerization,63,Docker,0.97,matched,ai_rerank
1143,team leadership,1,Gestão de Pessoas,0.97,matched,ai_rerank
1115,lifelong learning,12,Aprendizado Contínuo,0.97,matched,ai_rerank
2235,pipelines de dados,51,Engenharia de Dados,0.97,matched,ai_rerank
36,trabalho colaborativo,13,Colaboração,0.97,matched,ai_rerank
1546,containerização,63,Docker,0.97,matched,ai_rerank
2982,product manager,87,Gestão de Produto,0.97,matched,ai_rerank
314,comunicação profissional,23,Escrita Profissional,0.97,matched,ai_rerank
2980,vector search,44,Embeddings e Busca Vetorial,0.97,matched,ai_rerank
2411,mongodb atlas,59,MongoDB,0.97,matched,ai_rerank
83,gerenciamento de times,10,Gestão do Tempo,0.97,matched,ai_rerank
1566,mongodb atlas,59,MongoDB,0.97,matched,ai_rerank
309,embedding models,44,Embeddings e Busca Vetorial,0.97,matched,ai_rerank
1265,insights communication,2,Comunicação Assertiva,0.97,matched,ai_rerank
2186,facilitar workshops,20,Facilitação,0.98,matched,ai_rerank
1472,building APIs,61,Desenvolvimento de APIs,0.98,matched,ai_rerank
2386,team management,1,Gestão de Pessoas,0.98,matched,ai_rerank
2385,entender o produto,14,Visão de Produto,0.98,matched,ai_rerank
227,negotiation,5,Negociação,0.98,matched,ai_rerank
2934,bigquery gcp,67,Google Cloud Platform,0.98,matched,ai_rerank
911,aws infrastructure,66,AWS,0.98,matched,ai_rerank
1779,processamento de streams,54,Streaming de Dados,0.98,matched,ai_rerank
197,regulatory knowledge,94,Compliance e Regulação,0.98,matched,ai_rerank
431,scala functional programming,37,Scala,0.98,matched,ai_rerank
1895,identificar causas raiz,7,Resolução de Problemas,0.98,matched,ai_rerank
2439,experiment design,50,Experimentação e Testes A/B,0.98,matched,ai_rerank
1899,planejamento de longo prazo,27,Planejamento Estratégico,0.98,matched,ai_rerank
1908,regulatory knowledge,94,Compliance e Regulação,0.98,matched,ai_rerank
1919,experiment tracking,50,Experimentação e Testes A/B,0.98,matched,ai_rerank
389,práticas ágeis,19,Metodologias Ágeis,0.98,matched,ai_rerank
269,kubernetes scaling,64,Kubernetes,0.98,matched,ai_rerank
1493,mentor,24,Mentoria,0.98,matched,ai_rerank
2348,cooperação,13,Colaboração,0.98,matched,ai_rerank
1715,mentor,24,Mentoria,0.98,matched,ai_rerank
1466,liderança de pessoas,1,Gestão de Pessoas,0.98,matched,ai_rerank
1069,facilitation skills,20,Facilitação,0.98,matched,ai_rerank
1090,building APIs,61,Desenvolvimento de APIs,0.98,matched,ai_rerank
1094,facilitar workshops,20,Facilitação,0.98,matched,ai_rerank
1403,scala functional programming,37,Scala,0.98,matched,ai_rerank
916,comunicação de feedbacks,2,Comunicação Assertiva,0.98,matched,ai_rerank
1833,understanding customers,16,Foco no Cliente,0.98,matched,ai_rerank
473,agile frameworks,19,Metodologias Ágeis,0.98,matched,ai_rerank
560,kubernetes scaling,64,Kubernetes,0.98,matched,ai_rerank
561,monitoramento de modelos,46,Avaliação de Modelos,0.98,matched,ai_rerank
1740,conduzir workshops,20,Facilitação,0.98,matched,ai_rerank
2362,regulatory knowledge,94,Compliance e Regulação,0.98,matched,ai_rerank
2306,collaborative work,13,Colaboração,0.98,matched,ai_rerank
2315,planejamento de longo prazo,27,Planejamento Estratégico,0.98,matched,ai_rerank
128,kubernetes scaling,64,Kubernetes,0.98,matched,ai_rerank
142,learning new skills,12,Aprendizado Contínuo,0.98,matched,ai_rerank
885,práticas ágeis,19,Metodologias Ágeis,0.98,matched,ai_rerank
897,decision making,8,Tomada de Decisão,0.98,matched,ai_rerank
1232,design research,88,UX Research,0.98,matched,ai_rerank
1067,design research,88,UX Research,0.98,matched,ai_rerank
1745,estatística com R,33,R,0.98,matched,ai_rerank
523,facilitar workshops,20,Facilitação,0.98,matched,ai_rerank
2137,experiment tracking,50,Experimentação e Testes A/B,0.98,matched,ai_rerank
746,negotiation,5,Negociação,0.98,matched,ai_rerank
716,monitoramento de modelos,46,Avaliação de Modelos,0.98,matched,ai_rerank
1993,design research,88,UX Research,0.98,matched,ai_rerank
284,aprendizado supervisionado,40,Machine Learning,0.98,matched,ai_rerank
996,visão estratégica de produto,14,Visão de Produto,0.98,matched,ai_rerank
843,conduzir workshops,20,Facilitação,0.98,matched,ai_rerank
837,identificar causas raiz,7,Resolução de Problemas,0.98,matched,ai_rerank
836,conflict mitigation,3,Resolução de Conflitos,0.98,matched,ai_rerank
306,team management,1,Gestão de Pessoas,0.98,matched,ai_rerank
847,understanding customers,16,Foco no Cliente,0.98,matched,ai_rerank
845,estatística com R,33,R,0.98,matched,ai_rerank
852,facilitar workshops,20,Facilitação,0.98,matched,ai_rerank
1971,building APIs,61,Desenvolvimento de APIs,0.98,matched,ai_rerank
1642,information security,71,Segurança de Dados,0.98,matched,ai_rerank
2917,LLM evaluation,85,Langfuse,0.98,matched,ai_rerank
390,system monitoring,70,Monitoramento e Observabilidade,0.98,matched,ai_rerank
1625,experiment design,50,Experimentação e Testes A/B,0.98,matched,ai_rerank
1953,technical direction,25,Liderança Técnica,0.98,matched,ai_rerank
1967,banco NoSQL,59,MongoDB,0.98,matched,ai_rerank
1948,system monitoring,70,Monitoramento e Observabilidade,0.98,matched,ai_rerank
437,API development,62,FastAPI,0.98,matched,ai_rerank
1974,visão estratégica de produto,14,Visão de Produto,0.98,matched,ai_rerank
2878,facilitation skills,20,Facilitação,0.98,matched,ai_rerank
1101,system monitoring,70,Monitoramento e Observabilidade,0.98,matched,ai_rerank
1757,estatística com R,33,R,0.98,matched,ai_rerank
1644,LLM evaluation,85,Langfuse,0.98,matched,ai_rerank
1490,cooperação,13,Colaboração,0.98,matched,ai_rerank
1016,decisão estratégica,17,Pensamento Estratégico,0.98,matched,ai_rerank
2981,estatística com R,33,R,0.98,matched,ai_rerank
2671,identificar causas raiz,7,Resolução de Problemas,0.98,matched,ai_rerank
714,design research,88,UX Research,0.98,matched,ai_rerank
1128,bigquery gcp,67,Google Cloud Platform,0.98,matched,ai_rerank
2403,kubernetes deployment,64,Kubernetes,0.98,matched,ai_rerank
734,visão estratégica de produto,14,Visão de Produto,0.98,matched,ai_rerank
735,information security,71,Segurança de Dados,0.98,matched,ai_rerank
1664,entender o produto,14,Visão de Produto,0.98,matched,ai_rerank
2222,scala functional programming,37,Scala,0.98,matched,ai_rerank
2223,technical direction,25,Liderança Técnica,0.98,matched,ai_rerank
1291,engenheiro de dados,51,Engenharia de Dados,0.98,matched,ai_rerank
801,learning new skills,12,Aprendizado Contínuo,0.98,matched,ai_rerank
1550,team management,1,Gestão de Pessoas,0.98,matched,ai_rerank
62,people manager,1,Gestão de Pessoas,0.99,matched,ai_rerank
1156,ELT,52,ETL e ELT,0.99,matched,ai_rerank
2689,liderança de engenharia,25,Liderança Técnica,0.99,matched,ai_rerank
2683,langchain memory,83,LangChain,0.99,matched,ai_rerank
85,aprendizado não supervisionado,40,Machine Learning,0.99,matched,ai_rerank
3026,comunicar dados,21,Storytelling com Dados,0.99,matched,ai_rerank
2985,mediação de conflitos,3,Resolução de Conflitos,0.99,matched,ai_rerank
2615,mentalidade empreendedora,30,Empreendedorismo,0.99,matched,ai_rerank
1323,deadline management,10,Gestão do Tempo,0.99,matched,ai_rerank
2410,strategic decision making,17,Pensamento Estratégico,0.99,matched,ai_rerank
2408,compliance,94,Compliance e Regulação,0.99,matched,ai_rerank
359,financial statements analysis,91,Análise Financeira,0.99,matched,ai_rerank
357,python para dados,31,Python,0.99,matched,ai_rerank
2024,data oriented,15,Orientação a Dados,0.99,matched,ai_rerank
2020,tableau dashboards,77,Tableau,0.99,matched,ai_rerank
2009,data narrative,21,Storytelling com Dados,0.99,matched,ai_rerank
336,python para dados,31,Python,0.99,matched,ai_rerank
326,aprendizado não supervisionado,40,Machine Learning,0.99,matched,ai_rerank
1310,troubleshooting,7,Resolução de Problemas,0.99,matched,ai_rerank
2628,meeting facilitation,20,Facilitação,0.99,matched,ai_rerank
1262,project manager skills,18,Gestão de Projetos,0.99,matched,ai_rerank
2055,strategic negotiation,5,Negociação,0.99,matched,ai_rerank
2049,liderança de engenharia,25,Liderança Técnica,0.99,matched,ai_rerank
2625,gerir times,10,Gestão do Tempo,0.99,matched,ai_rerank
999,data security,71,Segurança de Dados,0.99,matched,ai_rerank
1989,langchain chains,83,LangChain,0.99,matched,ai_rerank
1977,gestão de times,10,Gestão do Tempo,0.99,matched,ai_rerank
2893,meeting facilitation,20,Facilitação,0.99,matched,ai_rerank
955,strategic mindset,17,Pensamento Estratégico,0.99,matched,ai_rerank
2747,strategic vision,17,Pensamento Estratégico,0.99,matched,ai_rerank
2923,change leadership,28,Gestão de Mudanças,0.99,matched,ai_rerank
2365,compliance,94,Compliance e Regulação,0.99,matched,ai_rerank
2107,data warehousing,56,Data Warehouse,0.99,matched,ai_rerank
2105,negotiation skills,5,Negociação,0.99,matched,ai_rerank
263,python para dados,31,Python,0.99,matched,ai_rerank
260,construção de APIs,61,Desenvolvimento de APIs,0.99,matched,ai_rerank
253,data exploration,39,Análise de Dados,0.99,matched,ai_rerank
245,facilitar reuniões,20,Facilitação,0.99,matched,ai_rerank
381,decision-making,8,Tomada de Decisão,0.99,matched,ai_rerank
414,data security,71,Segurança de Dados,0.99,matched,ai_rerank
410,liderança de engenharia,25,Liderança Técnica,0.99,matched,ai_rerank
401,power bi desktop,76,Power BI,0.99,matched,ai_rerank
1933,troubleshooting,7,Resolução de Problemas,0.99,matched,ai_rerank
1972,huggingface hub,86,Hugging Face,0.99,matched,ai_rerank
2433,cooperation,13,Colaboração,0.99,matched,ai_rerank
418,decision-making,8,Tomada de Decisão,0.99,matched,ai_rerank
1370,power bi desktop,76,Power BI,0.99,matched,ai_rerank
930,meeting facilitation,20,Facilitação,0.99,matched,ai_rerank
929,employer marketing,99,Employer Branding,0.99,matched,ai_rerank
1226,data security,71,Segurança de Dados,0.99,matched,ai_rerank
2108,cloud GCP,67,Google Cloud Platform,0.99,matched,ai_rerank
2940,cloud GCP,67,Google Cloud Platform,0.99,matched,ai_rerank
2939,adapting to change,9,Adaptabilidade,0.99,matched,ai_rerank
2930,ajustar abordagens,9,Adaptabilidade,0.99,matched,ai_rerank
922,ETL,52,ETL e ELT,0.99,matched,ai_rerank
2415,troubleshooting,7,Resolução de Problemas,0.99,matched,ai_rerank
1867,data exploration,39,Análise de Dados,0.99,matched,ai_rerank
2869,data warehousing,56,Data Warehouse,0.99,matched,ai_rerank
918,meeting facilitation,20,Facilitação,0.99,matched,ai_rerank
917,gestão das próprias emoções,4,Inteligência Emocional,0.99,matched,ai_rerank
1408,cloud GCP,67,Google Cloud Platform,0.99,matched,ai_rerank
479,strategic mindset,17,Pensamento Estratégico,0.99,matched,ai_rerank
2776,data warehousing,56,Data Warehouse,0.99,matched,ai_rerank
2773,adapting to change,9,Adaptabilidade,0.99,matched,ai_rerank
517,expressing ideas clearly,2,Comunicação Assertiva,0.99,matched,ai_rerank
506,compliance,94,Compliance e Regulação,0.99,matched,ai_rerank
220,mentalidade empreendedora,30,Empreendedorismo,0.99,matched,ai_rerank
212,data engineer,51,Engenharia de Dados,0.99,matched,ai_rerank
205,people manager,1,Gestão de Pessoas,0.99,matched,ai_rerank
1066,ELT,52,ETL e ELT,0.99,matched,ai_rerank
1060,recruitment,95,Recrutamento e Seleção,0.99,matched,ai_rerank
2447,cloud GCP,67,Google Cloud Platform,0.99,matched,ai_rerank
1812,data pipelines,51,Engenharia de Dados,0.99,matched,ai_rerank
1800,critical reasoning,6,Pensamento Crítico,0.99,matched,ai_rerank
1850,aprendizagem contínua,12,Aprendizado Contínuo,0.99,matched,ai_rerank
1791,fila redis,60,Redis,0.99,matched,ai_rerank
2841,change leadership,28,Gestão de Mudanças,0.99,matched,ai_rerank
2836,strategic decision making,17,Pensamento Estratégico,0.99,matched,ai_rerank
2834,langchain chains,83,LangChain,0.99,matched,ai_rerank
1752,deep neural networks,41,Deep Learning,0.99,matched,ai_rerank
1724,data pipelines,51,Engenharia de Dados,0.99,matched,ai_rerank
555,stream processing,54,Streaming de Dados,0.99,matched,ai_rerank
1484,change leadership,28,Gestão de Mudanças,0.99,matched,ai_rerank
1079,critical analysis,6,Pensamento Crítico,0.99,matched,ai_rerank
1078,feedback communication,2,Comunicação Assertiva,0.99,matched,ai_rerank
2159,adaptação a mudanças,9,Adaptabilidade,0.99,matched,ai_rerank
2361,conflict handling,3,Resolução de Conflitos,0.99,matched,ai_rerank
2208,data engineer,51,Engenharia de Dados,0.99,matched,ai_rerank
2197,liderança de engenharia,25,Liderança Técnica,0.99,matched,ai_rerank
1474,fila redis,60,Redis,0.99,matched,ai_rerank
1464,langchain agents,83,LangChain,0.99,matched,ai_rerank
871,data security,71,Segurança de Dados,0.99,matched,ai_rerank
2497,langchain agents,83,LangChain,0.99,matched,ai_rerank
593,data pipelines,51,Engenharia de Dados,0.99,matched,ai_rerank
590,langchain chains,83,LangChain,0.99,matched,ai_rerank
172,mediação de conflitos,3,Resolução de Conflitos,0.99,matched,ai_rerank
157,model validation,46,Avaliação de Modelos,0.99,matched,ai_rerank
2182,data exploration,39,Análise de Dados,0.99,matched,ai_rerank
2173,ajustar abordagens,9,Adaptabilidade,0.99,matched,ai_rerank
2963,conflict handling,3,Resolução de Conflitos,0.99,matched,ai_rerank
2959,organizational transformation,96,Desenvolvimento Organizacional,0.99,matched,ai_rerank
1109,pensamento centrado no usuário,89,Design Thinking,0.99,matched,ai_rerank
1195,time series,47,Séries Temporais,0.99,matched,ai_rerank
1190,feedback communication,2,Comunicação Assertiva,0.99,matched,ai_rerank
2825,gerir times,10,Gestão do Tempo,0.99,matched,ai_rerank
2469,strategic negotiation,5,Negociação,0.99,matched,ai_rerank
2567,python para dados,31,Python,0.99,matched,ai_rerank
1504,strategic negotiation,5,Negociação,0.99,matched,ai_rerank
1503,gerir times,10,Gestão do Tempo,0.99,matched,ai_rerank
2537,python para dados,31,Python,0.99,matched,ai_rerank
1536,gestão das próprias emoções,4,Inteligência Emocional,0.99,matched,ai_rerank
1530,data security,71,Segurança de Dados,0.99,matched,ai_rerank
1653,gestão das próprias emoções,4,Inteligência Emocional,0.99,matched,ai_rerank
653,temporal modeling,47,Séries Temporais,0.99,matched,ai_rerank
849,negotiation skills,5,Negociação,0.99,matched,ai_rerank
